Clave,Nombre,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/,Fuentes de abastecimiento de agua a/,Plantas potabilizadoras de agua en operación a/,Capacidad instalada de las plantas potabilizadoras en operación (litros por segundo) a/,Volumen suministrado anual de agua potable (millones de metros cúbicos) b/,Sistemas de agua entubada a/,Tomas domiciliarias de agua entubada a/,Localidades con red de distribución de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Localidades con el servicio de drenaje y alcantarillado a/,Tomas instaladas de energía eléctrica a/,Localidades con el servicio de energía eléctrica a/,Parques de juegos infantiles a/,Jardines vecinales a/,Capacidad total de almacenamiento de las presas (millones de metros cúbicos) b/,Capacidad útil de almacenamiento de las presas (millones de metros cúbicos) b/,Volumen anual utilizado de agua de las presas (millones de metros cúbicos) c/
13047,Pacula,41,0,0,0,ND,ND,ND,1,1,1566,ND,ND,ND,0,0,0,41,0,0,0,ND,ND,ND,1,1,1562,ND,ND,ND,0,0,0,41,0,0,0,ND,ND,ND,1,1,1586,17,ND,ND,0,0,0,41,0,0,0,1,ND,1,1,1,1610,17,ND,ND,0,0,0,9,0,0,0,2,249,2,1,1,1645,17,ND,ND,0,0,0,45,0,0,0,2,249,2,1,1,1694,18,ND,ND,0,0,0
13048,Pachuca de Soto,17,0,0,0,ND,ND,ND,1,1,87756,ND,ND,ND,0,0,0,15,1,180,4,ND,ND,ND,1,1,88496,ND,97,23,0,0,0,12,1,80,3,1,ND,1,1,1,87750,ND,ND,ND,0,0,0,12,1,80,3,1,ND,1,1,1,87114,ND,ND,ND,0,0,0,11,1,80,3,5,ND,5,2,2,ND,ND,ND,ND,0,0,0,12,1,80,3,5,ND,5,2,2,110116,ND,ND,ND,0,0,0
13049,Pisaflores,94,0,0,0,2,111,2,ND,ND,3052,ND,ND,ND,0,0,0,94,0,0,0,3,408,3,ND,ND,3220,ND,ND,ND,0,0,0,93,0,0,0,6,974,6,ND,ND,6223,44,ND,ND,0,0,0,95,0,0,0,7,974,7,ND,ND,3513,44,ND,ND,0,0,0,4,0,0,0,7,974,7,ND,ND,3488,45,ND,ND,0,0,0,96,0,0,0,8,1091,9,0,0,3585,44,1,1,0,0,0
13050,Progreso de Obregón,16,0,0,0,ND,ND,ND,ND,ND,6013,ND,ND,ND,0,0,0,16,0,0,0,ND,ND,ND,ND,ND,6178,ND,ND,ND,0,0,0,17,0,0,0,ND,ND,ND,ND,ND,6397,ND,ND,ND,0,0,0,16,0,0,0,ND,ND,ND,ND,ND,6684,ND,ND,ND,0,0,0,7,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,17,0,0,0,0,0,0,0,0,7406,ND,ND,ND,0,0,0
13051,Mineral de la Reforma,15,0,0,0,1,ND,0,ND,ND,19186,ND,ND,ND,0,0,0,15,0,0,0,1,ND,0,ND,ND,19779,ND,ND,ND,0,0,0,15,0,0,0,2,ND,2,ND,ND,20397,ND,ND,ND,0,0,0,15,0,0,0,2,ND,2,ND,ND,21137,ND,ND,ND,0,0,0,8,0,0,0,3,ND,2,ND,ND,ND,ND,ND,ND,0,0,0,16,0,0,0,3,ND,2,0,0,38847,ND,ND,ND,0,0,0
13052,San Agustín Tlaxiaca,10,0,0,0,1,ND,7,ND,ND,4797,ND,ND,ND,0,0,0,10,0,0,0,1,ND,7,ND,ND,4860,ND,ND,ND,0,0,0,10,0,0,0,3,ND,9,ND,ND,4847,ND,ND,ND,0,0,0,10,0,0,0,3,ND,9,ND,ND,4913,ND,ND,ND,0,0,0,10,0,0,0,3,ND,9,ND,ND,ND,ND,ND,ND,0,0,0,10,0,0,0,3,ND,9,0,0,5340,ND,34,1,0,0,0
13053,San Bartolo Tutotepec,136,0,0,0,2,426,2,1,1,1012,26,ND,ND,0,0,0,137,0,0,0,2,426,2,1,1,1332,ND,ND,ND,0,0,0,95,0,0,0,5,676,9,1,1,1662,19,ND,ND,0,0,0,96,0,0,0,5,676,9,1,1,2140,23,ND,ND,0,0,0,2,0,0,0,6,720,10,1,1,2282,23,ND,ND,0,0,0,98,0,0,0,6,720,10,1,1,2397,26,ND,ND,0,0,0
13054,San Salvador,27,0,0,0,2,94,8,ND,ND,6300,ND,ND,ND,0,0,0,27,0,0,0,2,94,8,ND,ND,6576,ND,ND,ND,0,0,0,28,0,0,0,3,164,9,ND,ND,6767,ND,ND,ND,0,0,0,29,0,0,0,3,164,9,ND,ND,7278,ND,ND,ND,0,0,0,28,0,0,0,3,164,9,ND,ND,ND,ND,ND,ND,0,0,0,29,0,0,0,3,164,9,0,0,7342,ND,ND,ND,0,0,0
13055,Santiago de Anaya,38,0,0,0,ND,ND,ND,ND,ND,3548,ND,ND,ND,0,0,0,38,0,0,0,ND,ND,ND,ND,ND,3610,ND,ND,ND,0,0,0,26,0,0,0,ND,ND,ND,ND,ND,3669,ND,ND,ND,0,0,0,26,0,0,0,ND,ND,ND,ND,ND,3753,ND,ND,ND,0,0,0,26,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,25,0,0,0,0,0,0,0,0,3915,ND,ND,ND,0,0,0
13056,Santiago Tulantepec de Lugo Guerrero,33,0,0,0,ND,ND,ND,ND,ND,6441,ND,ND,ND,0,0,0,33,0,0,0,ND,ND,ND,ND,ND,6518,ND,ND,ND,0,0,0,31,0,0,0,ND,ND,ND,ND,ND,6796,ND,ND,ND,0,0,0,33,0,0,0,ND,ND,ND,ND,ND,6974,ND,ND,ND,0,0,0,23,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,34,0,0,0,0,0,0,0,0,6501,ND,ND,ND,0,0,0
13057,Singuilucan,3,0,0,0,ND,ND,ND,ND,ND,3119,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,3205,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,3330,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,3404,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,3,0,0,0,0,0,0,0,0,4466,ND,4,3,0,0,0
13058,Tasquillo,36,0,0,0,3,473,3,ND,ND,5140,ND,ND,ND,0,0,0,37,0,0,0,3,473,3,ND,ND,5365,ND,ND,ND,0,0,0,41,0,0,0,3,473,3,ND,ND,5636,28,ND,ND,0,0,0,41,0,0,0,4,473,4,ND,ND,5784,28,ND,ND,0,0,0,21,0,0,0,5,618,5,ND,ND,5898,28,ND,ND,0,0,0,39,0,0,0,5,618,5,0,0,5924,28,ND,ND,0,0,0
13059,Tecozautla,147,0,0,0,ND,ND,ND,ND,ND,8319,ND,ND,ND,0,0,0,145,0,0,0,ND,ND,ND,ND,ND,9126,ND,ND,ND,0,0,0,152,0,0,0,ND,ND,ND,ND,ND,9448,41,ND,ND,0,0,0,152,0,0,0,ND,ND,ND,ND,ND,9971,41,ND,ND,0,0,0,104,0,0,0,ND,ND,ND,ND,ND,10046,41,ND,ND,0,0,0,141,0,0,0,0,0,0,0,0,10351,41,ND,ND,0,0,0
13060,Tenango de Doria,77,0,0,0,1,445,1,ND,ND,3578,36,ND,ND,0,0,0,77,0,0,0,1,445,1,ND,ND,3704,ND,ND,ND,0,0,0,38,0,0,0,2,445,2,ND,ND,3788,37,ND,ND,0,0,0,37,0,0,0,2,445,2,ND,ND,3857,37,ND,ND,0,0,0,2,0,0,0,2,445,2,ND,ND,4074,37,ND,ND,0,0,0,40,0,0,0,2,445,2,0,0,4265,40,ND,ND,0,0,0
13061,Tepeapulco,23,0,0,0,ND,ND,ND,ND,ND,16110,ND,ND,ND,0,0,0,23,0,0,0,ND,ND,ND,ND,ND,16102,ND,ND,ND,0,0,0,26,0,0,0,ND,ND,ND,ND,ND,16489,ND,ND,ND,0,0,0,26,0,0,0,ND,ND,ND,ND,ND,16939,ND,ND,ND,0,0,0,25,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,27,0,0,0,0,0,0,0,0,18578,ND,ND,ND,0,0,0
13062,Tepehuacán de Guerrero,218,0,0,0,4,636,4,ND,ND,4025,31,ND,ND,0,0,0,219,0,0,0,4,636,4,ND,ND,4149,ND,ND,ND,0,0,0,220,0,0,0,10,1551,10,ND,ND,4604,40,ND,ND,0,0,0,224,0,0,0,12,1551,12,ND,ND,5129,39,ND,ND,0,0,0,4,0,0,0,13,1651,13,ND,ND,6062,39,ND,ND,0,0,0,229,0,0,0,13,1651,13,0,0,4929,41,ND,ND,0,0,0
13063,Tepeji del Río de Ocampo,109,0,0,0,ND,ND,ND,ND,ND,19492,ND,ND,ND,95,95,120,107,0,0,0,ND,ND,ND,ND,ND,19927,ND,ND,ND,95,95,101,105,0,0,0,ND,ND,ND,ND,ND,20406,ND,ND,ND,95,95,101,105,0,0,0,ND,ND,ND,ND,ND,20786,ND,ND,ND,95,95,101,80,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,95,95,172,104,0,0,0,0,0,0,0,0,23280,ND,4,2,95,95,44
13064,Tepetitlán,29,0,0,0,ND,ND,ND,ND,ND,2590,ND,ND,ND,183,139,431,29,0,0,0,ND,ND,ND,ND,ND,2523,ND,ND,ND,183,139,448,28,0,0,0,ND,ND,ND,ND,ND,2622,ND,ND,ND,183,139,448,29,0,0,0,ND,ND,ND,ND,ND,2687,ND,ND,ND,183,139,448,24,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,183,139,403,29,0,0,0,0,0,0,0,0,2898,ND,ND,ND,183,139,76
13065,Tetepango,3,0,0,0,ND,ND,ND,ND,ND,2480,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,2495,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,2644,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,2765,ND,ND,ND,0,0,0,3,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,3,0,0,0,0,0,0,0,0,3005,ND,ND,ND,0,0,0
13066,Villa de Tezontepec,7,0,0,0,1,ND,3,1,1,10251,ND,ND,ND,0,0,0,7,0,0,0,1,ND,3,1,1,10524,ND,ND,ND,0,0,0,7,0,0,0,2,ND,4,1,1,10902,ND,ND,ND,0,0,0,7,0,0,0,2,ND,4,1,1,11529,ND,ND,ND,0,0,0,4,0,0,0,2,ND,4,1,1,ND,ND,ND,ND,0,0,0,7,0,0,0,2,ND,4,1,1,1442,ND,4,3,0,0,0
13067,Tezontepec de Aldama,56,0,0,0,4,745,4,ND,ND,964,ND,ND,ND,0,0,0,55,0,0,0,4,745,4,ND,ND,944,ND,ND,ND,0,0,0,50,0,0,0,6,1207,7,ND,ND,979,ND,ND,ND,0,0,0,50,0,0,0,6,1207,7,ND,ND,1033,ND,ND,ND,0,0,0,14,0,0,0,6,1207,7,ND,ND,ND,ND,ND,ND,0,0,0,52,0,0,0,6,1207,7,0,0,12439,ND,ND,ND,0,0,0
13068,Tianguistengo,75,0,0,0,4,454,4,ND,ND,606,36,ND,ND,0,0,0,75,0,0,0,5,730,6,ND,ND,618,ND,ND,ND,0,0,0,74,0,0,0,7,1270,9,ND,ND,626,1,ND,ND,0,0,0,77,0,0,0,7,1270,9,ND,ND,633,1,ND,ND,0,0,0,3,0,0,0,7,1270,9,ND,ND,666,1,ND,ND,0,0,0,78,0,0,0,8,1384,10,1,1,972,16,ND,ND,0,0,0
13069,Tizayuca,30,0,0,0,1,ND,1,ND,ND,13006,ND,ND,ND,0,0,0,28,0,0,0,1,ND,1,ND,ND,12983,ND,0,0,0,0,0,29,0,0,0,1,ND,1,ND,ND,13555,ND,ND,ND,0,0,0,30,0,0,0,1,ND,1,ND,ND,14244,ND,ND,ND,0,0,0,29,0,0,0,1,ND,1,ND,ND,ND,ND,ND,ND,0,0,0,31,0,0,0,1,ND,1,0,0,19303,ND,ND,ND,0,0,0
13070,Tlahuelilpan,15,0,0,0,ND,ND,ND,ND,ND,4159,ND,ND,ND,0,0,0,15,0,0,0,ND,ND,ND,ND,ND,4153,ND,ND,ND,0,0,0,15,0,0,0,ND,ND,ND,ND,ND,4364,ND,ND,ND,0,0,0,15,0,0,0,ND,ND,ND,ND,ND,4493,ND,ND,ND,0,0,0,14,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,15,0,0,0,0,0,0,0,0,4829,ND,ND,ND,0,0,0
13071,Tlahuiltepa,69,0,0,0,1,ND,1,ND,ND,2137,18,ND,ND,0,0,0,70,0,0,0,1,ND,1,ND,ND,2172,ND,ND,ND,0,0,0,70,0,0,0,3,50,3,ND,ND,2223,32,ND,ND,0,0,0,70,0,0,0,3,50,3,ND,ND,2273,32,ND,ND,0,0,0,1,0,0,0,3,50,3,ND,ND,1544,32,ND,ND,0,0,0,71,0,0,0,3,50,3,1,1,2642,19,ND,ND,0,0,0
13072,Tlanalapa,2,0,0,0,ND,ND,ND,ND,ND,2879,ND,ND,ND,0,0,0,2,0,0,0,ND,ND,ND,ND,ND,2905,ND,ND,ND,0,0,0,2,0,0,0,ND,ND,ND,ND,ND,2995,ND,ND,ND,0,0,0,2,0,0,0,ND,ND,ND,ND,ND,3060,ND,ND,ND,0,0,0,2,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,2,0,0,0,0,0,0,0,0,2705,ND,ND,ND,0,0,0
13073,Tlanchinol,109,0,0,0,7,1712,14,ND,ND,1637,43,ND,ND,0,0,0,111,0,0,0,7,1712,14,ND,ND,1633,ND,ND,ND,0,0,0,116,0,0,0,10,1839,17,ND,ND,1643,6,ND,ND,0,0,0,120,0,0,0,11,1839,18,ND,ND,2083,12,ND,ND,0,0,0,9,0,0,0,11,1839,18,1,1,2132,12,ND,ND,0,0,0,125,0,0,0,11,1839,18,2,2,2254,12,ND,ND,0,0,0
13074,Tlaxcoapan,15,0,0,0,ND,ND,ND,ND,ND,8324,ND,ND,ND,0,0,0,14,0,0,0,ND,ND,ND,ND,ND,8444,ND,ND,ND,0,0,0,14,0,0,0,1,ND,1,ND,ND,8812,ND,ND,ND,0,0,0,14,0,0,0,1,ND,1,ND,ND,9218,ND,ND,ND,0,0,0,14,0,0,0,1,ND,1,ND,ND,ND,ND,ND,ND,0,0,0,14,0,0,0,1,ND,1,0,0,7170,ND,ND,ND,0,0,0
13075,Tolcayuca,15,0,0,0,1,ND,5,1,1,468,ND,ND,ND,0,0,0,15,0,0,0,1,ND,5,1,1,447,ND,ND,ND,0,0,0,16,0,0,0,1,ND,5,1,1,440,ND,ND,ND,0,0,0,17,0,0,0,1,ND,5,1,1,560,ND,ND,ND,0,0,0,17,0,0,0,1,ND,5,1,1,ND,ND,ND,ND,0,0,0,17,0,0,0,1,ND,5,1,1,2461,ND,ND,ND,0,0,0
13076,Tula de Allende,168,0,0,0,1,ND,0,ND,ND,29777,ND,ND,ND,0,0,0,168,0,0,0,1,ND,0,ND,ND,29055,ND,ND,ND,0,0,0,170,0,0,0,1,ND,0,ND,ND,30060,ND,ND,ND,0,0,0,169,0,0,0,4,ND,5,1,1,31434,ND,ND,ND,0,0,0,148,0,0,0,7,ND,8,1,1,ND,ND,ND,ND,0,0,0,170,0,0,0,7,ND,8,1,1,33092,ND,ND,ND,0,0,0
13077,Tulancingo de Bravo,160,0,0,0,ND,ND,ND,ND,ND,40772,ND,ND,ND,0,0,0,157,0,0,0,ND,ND,ND,ND,ND,41478,ND,ND,ND,0,0,0,160,0,0,0,1,482,1,ND,ND,42683,ND,ND,ND,0,0,0,162,0,0,0,1,482,1,ND,ND,43625,ND,ND,ND,0,0,0,147,0,0,0,6,482,2,ND,ND,ND,ND,ND,ND,0,0,0,164,0,0,0,6,482,2,0,0,49885,ND,3,1,0,0,0
13078,Xochiatipan,50,0,0,0,1,ND,1,ND,ND,3248,30,ND,ND,0,0,0,50,0,0,0,2,1030,6,ND,ND,3318,ND,ND,ND,0,0,0,51,0,0,0,2,1030,ND,ND,ND,3373,45,ND,ND,0,0,0,51,0,0,0,2,1030,2,ND,ND,3492,46,ND,ND,0,0,0,3,0,0,0,3,1030,3,ND,ND,3571,46,ND,ND,0,0,0,52,0,0,0,3,1030,3,1,1,3869,46,ND,ND,0,0,0
13079,Xochicoatlán,38,0,0,0,ND,ND,ND,ND,ND,2088,24,ND,ND,0,0,0,38,0,0,0,ND,ND,ND,ND,ND,2483,ND,ND,ND,0,0,0,37,0,0,0,1,172,7,ND,ND,2642,31,ND,ND,0,0,0,38,0,0,0,1,172,7,ND,ND,2758,35,ND,ND,0,0,0,3,0,0,0,1,172,7,ND,ND,2812,46,ND,ND,0,0,0,41,0,0,0,1,172,7,0,0,2818,35,ND,ND,0,0,0
13080,Yahualica,46,0,0,0,1,180,1,ND,ND,3585,29,ND,ND,0,0,0,46,0,0,0,2,673,3,ND,ND,3695,ND,ND,ND,0,0,0,47,0,0,0,4,923,5,3,3,3782,22,ND,ND,0,0,0,51,0,0,0,7,923,8,5,5,3875,22,ND,ND,0,0,0,8,0,0,0,8,1023,10,5,5,3961,35,ND,ND,0,0,0,58,0,0,0,8,1023,10,5,5,3975,22,ND,ND,0,0,0
13081,Zacualtipán de Ángeles,58,0,0,0,4,668,5,ND,ND,6363,21,ND,ND,0,0,0,58,0,0,0,4,668,5,ND,ND,6620,ND,ND,ND,0,0,0,43,0,0,0,4,668,5,ND,ND,6991,1,ND,ND,0,0,0,44,0,0,0,4,668,5,ND,ND,7224,1,ND,ND,0,0,0,3,0,0,0,4,668,5,ND,ND,7488,22,ND,ND,0,0,0,45,0,0,0,4,668,5,0,0,7711,1,ND,ND,0,0,0
13082,Zapotlán de Juárez,9,0,0,0,2,500,2,ND,ND,3286,ND,ND,ND,0,0,0,10,0,0,0,2,500,2,ND,ND,3221,ND,ND,ND,0,0,0,11,0,0,0,3,500,4,ND,ND,3254,ND,ND,ND,0,0,0,11,0,0,0,3,500,4,ND,ND,3389,ND,ND,ND,0,0,0,11,0,0,0,3,500,4,ND,ND,ND,ND,ND,ND,0,0,0,11,0,0,0,3,500,4,0,0,4097,16,3,11,0,0,0
13083,Zempoala,62,0,0,0,ND,ND,ND,ND,ND,6124,ND,ND,ND,0,0,0,62,0,0,0,ND,ND,ND,ND,ND,5987,ND,ND,ND,0,0,0,62,0,0,0,ND,ND,ND,ND,ND,6044,ND,ND,ND,0,0,0,62,0,0,0,ND,ND,ND,ND,ND,6134,ND,ND,ND,0,0,0,18,0,0,0,1,ND,1,ND,ND,ND,ND,ND,ND,0,0,0,63,0,0,0,1,ND,1,0,0,8067,ND,91,7,0,0,0
13084,Zimapán,269,0,0,0,10,965,11,ND,ND,12666,ND,ND,ND,1390,1140,892,268,0,0,0,10,965,11,ND,ND,12681,ND,ND,ND,1390,1140,851,246,0,0,0,13,1258,16,ND,ND,12968,81,ND,ND,1390,1140,851,250,0,0,0,13,1258,16,ND,ND,13675,81,ND,ND,1390,1140,851,117,0,0,0,13,1258,16,ND,ND,13647,1,ND,ND,1390,1140,818,250,0,0,0,13,1258,16,1,1,14117,81,ND,ND,1390,1140,917
13996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,ND,ND,0,0,0
13997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14001,Acatic,70,0,0,0,1,4842,1,1,1,6657,ND,ND,ND,14,12,ND,80,0,0,0,1,4828,1,ND,ND,6893,6,ND,ND,14,12,ND,92,0,0,0,1,4828,1,ND,ND,7142,6,ND,ND,14,12,ND,120,0,0,0,1,4828,1,ND,ND,7431,6,ND,ND,14,12,ND,150,0,0,0,ND,ND,ND,ND,ND,7663,6,ND,ND,14,12,ND,163,0,0,0,ND,ND,ND,ND,ND,7916,6,ND,ND,14,12,ND
14002,Acatlán de Juárez,74,0,0,0,1,5530,1,1,1,6519,ND,ND,ND,24,23,17,75,0,0,0,1,5530,1,ND,ND,6589,7,ND,ND,24,23,11,84,0,0,0,1,5530,1,ND,ND,6782,7,ND,ND,24,23,6,100,0,0,0,1,5530,1,ND,ND,6958,7,ND,ND,24,23,9,118,0,0,0,ND,ND,ND,ND,ND,7039,7,ND,ND,24,23,10,129,0,0,0,ND,ND,ND,ND,ND,7153,7,ND,ND,24,23,8
14003,Ahualulco de Mercado,87,0,0,0,1,4583,1,1,1,7319,ND,ND,ND,0,0,0,93,0,0,0,1,4742,1,ND,ND,7505,9,ND,ND,0,0,0,103,0,0,0,1,4742,1,ND,ND,7646,9,ND,ND,0,0,0,122,0,0,0,1,4742,1,ND,ND,7766,9,ND,ND,0,0,0,138,0,0,0,ND,ND,ND,ND,ND,7848,9,ND,ND,0,0,0,150,0,0,0,ND,ND,ND,ND,ND,7936,9,ND,ND,0,0,0
14004,Amacueca,77,0,0,0,1,1200,1,1,1,1812,ND,ND,ND,0,0,0,82,0,0,0,1,1869,1,ND,ND,1844,10,ND,ND,0,0,0,86,0,0,0,1,1869,1,ND,ND,1917,10,ND,ND,0,0,0,92,0,0,0,1,1869,1,ND,ND,1974,10,ND,ND,0,0,0,106,0,0,0,ND,ND,ND,ND,ND,2018,10,ND,ND,0,0,0,112,0,0,0,ND,ND,ND,ND,ND,2077,10,ND,ND,0,0,0
14005,Amatitán,36,0,0,0,1,3012,1,1,1,3750,ND,ND,ND,450,290,ND,37,0,0,0,1,3012,1,ND,ND,3842,10,ND,ND,450,290,ND,41,0,0,0,ND,ND,ND,ND,ND,4031,10,ND,ND,450,290,ND,43,0,0,0,ND,ND,ND,ND,ND,4173,10,ND,ND,450,290,ND,49,0,0,0,ND,ND,ND,ND,ND,4317,10,ND,ND,450,290,ND,56,0,0,0,ND,ND,ND,ND,ND,4477,10,ND,ND,450,290,ND
14006,Ameca,245,0,0,0,1,11670,1,1,1,19399,ND,ND,ND,61,59,ND,249,0,0,0,1,11400,1,ND,ND,19923,57,ND,ND,61,59,ND,262,0,0,0,1,14099,1,ND,ND,20314,57,ND,ND,61,59,ND,282,0,0,0,1,14099,1,ND,ND,20889,57,ND,ND,61,59,ND,317,0,0,0,ND,ND,ND,ND,ND,21130,57,ND,ND,61,59,ND,351,0,0,0,ND,ND,ND,ND,ND,21855,57,ND,ND,61,59,ND
14007,San Juanito de Escobedo,22,0,0,0,1,2462,1,1,1,2664,ND,ND,ND,17,16,5,21,0,0,0,1,2462,1,ND,ND,2719,7,ND,ND,17,16,5,26,0,0,0,ND,ND,ND,ND,ND,2752,7,ND,ND,17,16,5,37,0,0,0,ND,ND,ND,ND,ND,2818,7,ND,ND,17,16,5,42,0,0,0,ND,ND,ND,ND,ND,2848,7,ND,ND,17,16,6,45,0,0,0,ND,ND,ND,ND,ND,2879,7,ND,ND,17,16,5
14008,Arandas,253,0,0,0,1,11660,1,1,2,28241,ND,ND,ND,50,36,ND,269,0,0,0,1,15272,2,ND,ND,30148,40,ND,ND,50,36,ND,290,0,0,0,1,15272,1,ND,ND,31185,39,ND,ND,50,36,ND,312,0,0,0,1,15272,1,ND,ND,32314,38,ND,ND,50,36,ND,338,0,0,0,ND,ND,ND,ND,ND,33846,38,ND,ND,50,36,ND,355,0,0,0,ND,ND,ND,ND,ND,35396,38,ND,ND,50,36,ND
14009,El Arenal,70,0,0,0,1,4235,1,1,1,4968,ND,ND,ND,4,4,ND,76,0,0,0,1,4235,1,ND,ND,5147,8,ND,ND,4,4,ND,78,0,0,0,ND,ND,ND,ND,ND,5416,8,ND,ND,4,4,ND,88,0,0,0,ND,ND,ND,ND,ND,5558,8,ND,ND,4,4,ND,102,0,0,0,ND,ND,ND,ND,ND,5602,8,ND,ND,4,4,ND,109,0,0,0,ND,ND,ND,ND,ND,5933,8,ND,ND,4,4,ND
