Clave,Nombre,Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos),Usuarios de energía eléctrica a/,Volumen de las ventas de energía eléctrica (megawatts-hora),Valor de las ventas de energía eléctrica (miles de pesos),Subestaciones de transmisión a/,Subestaciones de distribución a/,Transformadores de distribución a/,Inversión pública ejercida en obras de electrificación (miles de pesos)
6005,Cuauhtémoc,8916,131591,106870,0,2,350,1867,9147,134634,127436,0,2,361,ND,9476,149363,149293,0,2,371,ND,9707,144771,185717,0,2,353,ND,9943,151005,148240,0,2,449,ND,10167,147887,163955,0,2,450,ND
6006,Ixtlahuacán,1790,5555,5161,0,0,273,0,1853,6239,5682,0,0,283,ND,1942,6275,5998,0,0,292,ND,1972,6605,6758,0,0,121,ND,2103,7361,7430,0,0,210,ND,2147,6961,7872,0,0,213,ND
6007,Manzanillo,54354,579478,570412,4,4,2461,3250,57204,609955,668573,4,4,2479,ND,60281,621032,704501,4,4,1799,ND,63647,637394,867612,4,4,1799,ND,66197,647998,746397,4,4,2260,ND,67696,659233,829351,4,4,1636,ND
6008,Minatitlán,2378,2227,2475,0,1,68,413,2488,4035,5068,0,1,70,ND,2550,4192,5467,0,1,712,ND,2641,3681,5010,0,1,712,ND,2709,4501,6221,0,1,391,ND,2807,4480,6597,0,1,862,ND
6009,Tecomán,32858,222452,198053,0,3,1564,1595,33921,245033,237343,0,3,1602,ND,34813,253043,255355,0,3,1645,ND,35897,261506,317192,0,4,1323,ND,36761,246621,263001,0,3,1924,ND,37890,234923,283615,0,4,1933,ND
6010,Villa de Álvarez,35632,91740,93665,1,1,2285,0,38013,96783,109104,1,1,2344,ND,40261,100772,117436,1,1,2372,ND,42819,102987,131811,1,1,1427,ND,45209,109501,132599,1,1,2400,ND,47334,110156,142519,1,2,2407,ND
6996,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,ND
6997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,Acacoyagua,2606,2819,2530,ND,ND,ND,0,2913,6705,8818,ND,ND,ND,1463,2616,13260,6883,ND,ND,ND,586,5639,8260,9032,ND,ND,ND,0,3342,4848,5808,ND,ND,ND,1777,3407,5029,6647,ND,ND,ND,ND
7002,Acala,ND,ND,ND,ND,ND,ND,712,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,360,ND,ND,ND,ND,ND,ND,0,9000,12624,14315,ND,ND,ND,4646,9071,12155,14487,ND,ND,ND,ND
7003,Acapetahua,6499,11236,9497,ND,ND,ND,4180,7616,17531,23056,ND,ND,ND,587,7351,18262,8435,ND,ND,ND,29,6017,9696,10329,ND,ND,ND,1133,7714,16210,16990,ND,ND,ND,2212,7880,17714,19995,ND,ND,ND,ND
7004,Altamirano,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,1982,ND,ND,ND,ND,ND,ND,2001,ND,ND,ND,ND,ND,ND,0,3952,5844,8008,ND,ND,ND,12651,4483,6853,9224,ND,ND,ND,ND
7005,Amatán,ND,ND,ND,ND,ND,ND,1943,ND,ND,ND,ND,ND,ND,843,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,3059,2747,3102,ND,ND,ND,0,3196,3563,4258,ND,ND,ND,ND
7006,Amatenango de la Frontera,1546,1631,1795,ND,ND,ND,572,1566,3605,4740,ND,ND,ND,1290,1289,3273,4466,ND,ND,ND,187,3686,4782,5244,ND,ND,ND,0,5832,5570,5864,ND,ND,ND,0,6629,6108,6338,ND,ND,ND,ND
7007,Amatenango del Valle,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,1637,1386,1407,ND,ND,ND,0,1684,1457,1670,ND,ND,ND,ND
7008,Angel Albino Corzo,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,570,ND,ND,ND,ND,ND,ND,2221,ND,ND,ND,ND,ND,ND,0,5767,6238,7618,ND,ND,ND,333,5985,6553,8638,ND,ND,ND,ND
7009,Arriaga,12676,37853,41574,ND,ND,ND,951,13840,31857,41899,ND,ND,ND,578,13596,7943,48347,ND,ND,ND,644,13885,41821,56383,ND,ND,ND,644,13861,47439,59241,ND,ND,ND,810,14092,45093,61471,ND,ND,ND,ND
7010,Bejucal de Ocampo,1089,825,773,ND,ND,ND,0,1147,2640,3473,ND,ND,ND,0,1187,4680,1666,ND,ND,ND,0,1933,1904,1348,ND,ND,ND,0,1338,898,935,ND,ND,ND,0,1346,934,1024,ND,ND,ND,ND
7011,Bella Vista,85,65,49,ND,ND,ND,477,67,154,203,ND,ND,ND,0,84,141,5236,ND,ND,ND,0,28,463,308,ND,ND,ND,0,4306,4428,4518,ND,ND,ND,0,4769,4915,5139,ND,ND,ND,ND
7012,Berriozábal,ND,ND,ND,ND,ND,ND,31,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,1146,ND,ND,ND,ND,ND,ND,1425,10745,14163,19820,ND,ND,ND,2867,11481,15719,22961,ND,ND,ND,ND
7013,Bochil,ND,ND,ND,ND,ND,ND,757,ND,ND,ND,ND,ND,ND,1633,ND,ND,ND,ND,ND,ND,370,ND,ND,ND,ND,ND,ND,383,6023,7764,10796,ND,ND,ND,0,6336,7371,10438,ND,ND,ND,ND
7014,El Bosque,ND,ND,ND,ND,ND,ND,812,ND,ND,ND,ND,ND,ND,232,ND,ND,ND,ND,ND,ND,232,ND,ND,ND,ND,ND,ND,525,2500,3214,3233,ND,ND,ND,4103,2620,3295,3320,ND,ND,ND,ND
7015,Cacahoatán,10216,11340,11711,ND,ND,ND,984,11114,25582,33647,ND,ND,ND,1074,10048,24147,13328,ND,ND,ND,0,10089,11865,14219,ND,ND,ND,0,12328,15406,18959,ND,ND,ND,0,12844,15848,21130,ND,ND,ND,ND
7016,Catazajá,4470,7640,11066,ND,ND,ND,2088,4451,7334,8625,ND,ND,ND,1049,ND,ND,ND,ND,ND,ND,0,4929,8327,10875,ND,ND,ND,0,5130,8847,11849,ND,ND,ND,906,5155,9031,12279,ND,ND,ND,ND
7017,Cintalapa,ND,ND,ND,ND,ND,ND,8245,ND,ND,ND,ND,ND,ND,4426,ND,ND,ND,ND,ND,ND,1198,ND,ND,ND,ND,ND,ND,2360,20551,36084,45612,ND,ND,ND,6118,21039,35066,47004,ND,ND,ND,ND
7018,Coapilla,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,791,ND,ND,ND,ND,ND,ND,1646,ND,ND,ND,ND,ND,ND,0,1963,1862,2211,ND,ND,ND,0,2153,2204,2840,ND,ND,ND,ND
7019,Comitán de Domínguez,ND,ND,ND,ND,ND,ND,1935,ND,ND,ND,ND,ND,ND,4173,ND,ND,ND,ND,ND,ND,8357,ND,ND,ND,ND,ND,ND,0,45195,78662,102957,ND,ND,ND,1901,46945,83169,118569,ND,ND,ND,ND
7020,La Concordia,ND,ND,ND,ND,ND,ND,1637,ND,ND,ND,ND,ND,ND,190,ND,ND,ND,ND,ND,ND,71,ND,ND,ND,ND,ND,ND,0,10299,11776,13463,ND,ND,ND,874,10771,12607,15940,ND,ND,ND,ND
7021,Copainalá,ND,ND,ND,ND,ND,ND,4330,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,5011,ND,ND,ND,ND,ND,ND,716,6013,6652,8061,ND,ND,ND,750,6152,6362,7759,ND,ND,ND,ND
7022,Chalchihuitán,ND,ND,ND,ND,ND,ND,2945,ND,ND,ND,ND,ND,ND,1608,ND,ND,ND,ND,ND,ND,2434,ND,ND,ND,ND,ND,ND,0,2871,2913,3479,ND,ND,ND,1285,2994,3563,4644,ND,ND,ND,ND
7023,Chamula,ND,ND,ND,ND,ND,ND,18512,ND,ND,ND,ND,ND,ND,27261,ND,ND,ND,ND,ND,ND,5829,ND,ND,ND,ND,ND,ND,16560,16283,9793,10204,ND,ND,ND,28782,17171,11263,12844,ND,ND,ND,ND
7024,Chanal,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,499,ND,ND,ND,ND,ND,ND,5666,ND,ND,ND,ND,ND,ND,0,2044,1894,2245,ND,ND,ND,0,2127,1653,2405,ND,ND,ND,ND
7025,Chapultenango,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,639,ND,ND,ND,ND,ND,ND,714,ND,ND,ND,ND,ND,ND,0,1616,1765,2176,ND,ND,ND,0,1366,1511,1957,ND,ND,ND,ND
7026,Chenalhó,ND,ND,ND,ND,ND,ND,20701,ND,ND,ND,ND,ND,ND,224,ND,ND,ND,ND,ND,ND,12302,ND,ND,ND,ND,ND,ND,0,6705,6468,6925,ND,ND,ND,0,6904,6129,6962,ND,ND,ND,ND
7027,Chiapa de Corzo,ND,ND,ND,ND,ND,ND,3477,ND,ND,ND,ND,ND,ND,2967,ND,ND,ND,ND,ND,ND,2309,ND,ND,ND,ND,ND,ND,570,24505,41116,49966,ND,ND,ND,1103,26895,64119,81200,ND,ND,ND,ND
7028,Chiapilla,ND,ND,ND,ND,ND,ND,185,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,1387,1356,1313,ND,ND,ND,0,1418,1380,1445,ND,ND,ND,ND
7029,Chicoasén,ND,ND,ND,ND,ND,ND,1443,ND,ND,ND,ND,ND,ND,122,ND,ND,ND,ND,ND,ND,440,ND,ND,ND,ND,ND,ND,0,1173,1347,1607,ND,ND,ND,0,1200,1406,1758,ND,ND,ND,ND
7030,Chicomuselo,ND,ND,ND,ND,ND,ND,4181,ND,ND,ND,ND,ND,ND,1996,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,8690,9762,10772,ND,ND,ND,281,8655,9915,11509,ND,ND,ND,ND
7031,Chilón,2185,1816,1725,ND,ND,ND,25262,ND,ND,ND,ND,ND,ND,22462,ND,ND,ND,ND,ND,ND,43012,2433,1821,1560,ND,ND,ND,17885,17683,14756,16691,ND,ND,ND,11777,18548,15930,20213,ND,ND,ND,ND
7032,Escuintla,6337,7780,8445,ND,ND,ND,1397,6841,15747,20711,ND,ND,ND,306,6606,17785,10640,ND,ND,ND,0,5996,8856,9748,ND,ND,ND,740,7921,9140,10940,ND,ND,ND,608,8136,9926,12757,ND,ND,ND,ND
7033,Francisco León,ND,ND,ND,ND,ND,ND,3568,ND,ND,ND,ND,ND,ND,1487,ND,ND,ND,ND,ND,ND,2685,ND,ND,ND,ND,ND,ND,0,1056,824,860,ND,ND,ND,0,1196,1069,1117,ND,ND,ND,ND
7034,Frontera Comalapa,ND,ND,ND,ND,ND,ND,2826,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,106,19862,27502,35746,ND,ND,ND,2682,20363,27795,38277,ND,ND,ND,ND
7035,Frontera Hidalgo,2774,8687,8642,ND,ND,ND,1598,2957,6806,8953,ND,ND,ND,876,2811,9559,14552,ND,ND,ND,579,4414,15163,19941,ND,ND,ND,1088,3379,9215,9723,ND,ND,ND,0,3527,12143,12499,ND,ND,ND,ND
7036,La Grandeza,1085,838,775,ND,ND,ND,0,1169,2691,3539,ND,ND,ND,0,1167,6381,1292,ND,ND,ND,0,1514,1357,1581,ND,ND,ND,0,1296,1056,1180,ND,ND,ND,0,1367,1222,1440,ND,ND,ND,ND
7037,Huehuetán,7472,13034,12373,ND,ND,ND,2060,7854,18078,23777,ND,ND,ND,506,7678,14173,18866,ND,ND,ND,0,7914,13835,13835,ND,ND,ND,0,8791,14991,15592,ND,ND,ND,2501,8980,17070,19723,ND,ND,ND,ND
7038,Huixtán,ND,ND,ND,ND,ND,ND,3079,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,4690,ND,ND,ND,ND,ND,ND,0,3992,4076,4910,ND,ND,ND,4669,4141,5082,7203,ND,ND,ND,ND
7039,Huitiupán,ND,ND,ND,ND,ND,ND,8067,ND,ND,ND,ND,ND,ND,3938,ND,ND,ND,ND,ND,ND,5642,ND,ND,ND,ND,ND,ND,0,3902,4747,4876,ND,ND,ND,2793,3488,4793,5364,ND,ND,ND,ND
7040,Huixtla,13380,23320,27036,ND,ND,ND,0,15847,36477,47976,ND,ND,ND,0,15303,35838,31019,ND,ND,ND,2077,11752,25077,25077,ND,ND,ND,2208,16088,33144,43412,ND,ND,ND,0,16575,33946,46483,ND,ND,ND,ND
7041,La Independencia,ND,ND,ND,ND,ND,ND,610,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,1322,ND,ND,ND,ND,ND,ND,0,8169,9115,10920,ND,ND,ND,0,8607,9771,12657,ND,ND,ND,ND
7042,Ixhuatán,ND,ND,ND,ND,ND,ND,642,ND,ND,ND,ND,ND,ND,750,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,2305,2048,2319,ND,ND,ND,0,2270,2073,2491,ND,ND,ND,ND
7043,Ixtacomitán,ND,ND,ND,ND,ND,ND,2572,ND,ND,ND,ND,ND,ND,661,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,2357,2783,3193,ND,ND,ND,0,2469,2721,3264,ND,ND,ND,ND
7044,Ixtapa,ND,ND,ND,ND,ND,ND,131,ND,ND,ND,ND,ND,ND,547,ND,ND,ND,ND,ND,ND,1450,ND,ND,ND,ND,ND,ND,257,4790,4745,5364,ND,ND,ND,0,4929,5322,6321,ND,ND,ND,ND
7045,Ixtapangajoya,ND,ND,ND,ND,ND,ND,971,ND,ND,ND,ND,ND,ND,2135,ND,ND,ND,ND,ND,ND,662,ND,ND,ND,ND,ND,ND,0,1057,1149,1335,ND,ND,ND,0,1084,1151,1399,ND,ND,ND,ND
7046,Jiquipilas,ND,ND,ND,ND,ND,ND,3468,ND,ND,ND,ND,ND,ND,199,ND,ND,ND,ND,ND,ND,357,ND,ND,ND,ND,ND,ND,0,11495,14112,15546,ND,ND,ND,1517,11939,13906,15967,ND,ND,ND,ND
7047,Jitotol,ND,ND,ND,ND,ND,ND,794,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,1732,2891,3050,3886,ND,ND,ND,263,2947,3300,4581,ND,ND,ND,ND
7048,Juárez,ND,ND,ND,ND,ND,ND,9128,1235,105936,2129,ND,ND,ND,2844,5224,10004,14727,ND,ND,ND,1183,5528,9980,14466,ND,ND,ND,0,5625,10169,14670,ND,ND,ND,0,5238,9672,15083,ND,ND,ND,ND
7049,Larráinzar,ND,ND,ND,ND,ND,ND,2121,ND,ND,ND,ND,ND,ND,2450,ND,ND,ND,ND,ND,ND,2468,ND,ND,ND,ND,ND,ND,131,3555,3233,4128,ND,ND,ND,0,3766,3272,4502,ND,ND,ND,ND
7050,La Libertad,1826,2868,3552,ND,ND,ND,1000,1774,2483,2987,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,1882,3200,4224,ND,ND,ND,210,1879,3115,3767,ND,ND,ND,912,1974,3428,4662,ND,ND,ND,ND
7051,Mapastepec,11644,22624,24685,ND,ND,ND,1753,12772,29399,38665,ND,ND,ND,419,14212,28452,27099,ND,ND,ND,1173,15139,25752,32696,ND,ND,ND,1469,13598,24647,30469,ND,ND,ND,1671,13962,26130,33980,ND,ND,ND,ND
7052,Las Margaritas,ND,ND,ND,ND,ND,ND,2503,ND,ND,ND,ND,ND,ND,8820,ND,ND,ND,ND,ND,ND,6766,ND,ND,ND,ND,ND,ND,6954,19944,19449,22851,ND,ND,ND,1429,20301,21179,26375,ND,ND,ND,ND
7053,Mazapa de Madero,1468,1366,1659,ND,ND,ND,761,1447,3331,4381,ND,ND,ND,0,1161,6492,4186,ND,ND,ND,0,3688,3769,4321,ND,ND,ND,0,1608,1722,1948,ND,ND,ND,77,1625,1465,1846,ND,ND,ND,ND
7054,Mazatán,6962,80571,74474,ND,ND,ND,919,8308,19123,25152,ND,ND,ND,545,8899,18394,79453,ND,ND,ND,750,7642,33521,40163,ND,ND,ND,58,7829,28930,26421,ND,ND,ND,0,8108,26965,28513,ND,ND,ND,ND
7055,Metapa,1319,3686,4401,ND,ND,ND,108,1345,3096,4071,ND,ND,ND,0,1174,5745,14189,ND,ND,ND,0,4493,13582,20022,ND,ND,ND,0,1288,8008,10427,ND,ND,ND,0,1345,8114,10714,ND,ND,ND,ND
7056,Mitontic,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,1500,ND,ND,ND,ND,ND,ND,626,ND,ND,ND,ND,ND,ND,0,2026,1763,2216,ND,ND,ND,0,2038,1725,2256,ND,ND,ND,ND
7057,Motozintla,12901,11859,12926,ND,ND,ND,2509,14275,32858,43216,ND,ND,ND,1155,13587,33072,10453,ND,ND,ND,0,9728,9910,12836,ND,ND,ND,762,15479,16471,20489,ND,ND,ND,2743,16221,17057,21762,ND,ND,ND,ND
7058,Nicolás Ruíz,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,902,967,1079,ND,ND,ND,0,924,1081,1313,ND,ND,ND,ND
7059,Ocosingo,ND,ND,ND,ND,ND,ND,31491,ND,ND,ND,ND,ND,ND,27975,ND,ND,ND,ND,ND,ND,60221,6571,6243,5779,ND,ND,ND,23484,34935,39890,49521,ND,ND,ND,17375,35816,40496,55042,ND,ND,ND,ND
7060,Ocotepec,ND,ND,ND,ND,ND,ND,1227,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,744,ND,ND,ND,ND,ND,ND,0,1931,1738,2002,ND,ND,ND,1624,1988,1923,2359,ND,ND,ND,ND
7061,Ocozocoautla de Espinosa,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,719,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,4444,20716,55086,69168,ND,ND,ND,0,21514,56121,77213,ND,ND,ND,ND
7062,Ostuacán,3683,6312,9186,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,2466,ND,ND,ND,ND,ND,ND,866,3821,8692,15868,ND,ND,ND,0,3912,10118,15654,ND,ND,ND,ND
7063,Osumacinta,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,999,1279,1426,ND,ND,ND,0,1065,1273,1475,ND,ND,ND,ND
7064,Oxchuc,ND,ND,ND,ND,ND,ND,5621,ND,ND,ND,ND,ND,ND,14451,ND,ND,ND,ND,ND,ND,9220,ND,ND,ND,ND,ND,ND,2264,9045,7483,8980,ND,ND,ND,0,9067,7669,9863,ND,ND,ND,ND
7065,Palenque,24759,38007,50412,ND,ND,ND,4402,25999,48301,105218,ND,ND,ND,2387,ND,ND,ND,ND,ND,ND,9568,28990,54661,80181,ND,ND,ND,3336,30238,59394,83357,ND,ND,ND,4247,31541,61632,93296,ND,ND,ND,ND
7066,Pantelhó,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,4078,ND,ND,ND,ND,ND,ND,706,3286,3592,4123,ND,ND,ND,4748,3393,3350,4445,ND,ND,ND,ND
7067,Pantepec,ND,ND,ND,ND,ND,ND,751,ND,ND,ND,ND,ND,ND,938,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,2214,2456,2793,ND,ND,ND,0,2231,2710,3214,ND,ND,ND,ND
7068,Pichucalco,26139,24886,26224,ND,ND,ND,4212,21299,38631,54883,ND,ND,ND,8075,7741,16183,23642,ND,ND,ND,1840,8198,17218,26719,ND,ND,ND,0,8530,18878,28182,ND,ND,ND,0,8899,17602,27172,ND,ND,ND,ND
7069,Pijijiapan,13312,21998,22876,ND,ND,ND,2376,14213,32716,43030,ND,ND,ND,0,12802,32823,23281,ND,ND,ND,2540,13207,21472,25215,ND,ND,ND,2035,15212,25680,30458,ND,ND,ND,2648,15763,27472,35558,ND,ND,ND,ND
7070,El Porvenir,2030,1487,1317,ND,ND,ND,1531,2170,4995,6569,ND,ND,ND,0,2230,9691,2354,ND,ND,ND,0,3881,1770,2611,ND,ND,ND,0,2431,1843,2175,ND,ND,ND,0,2555,1953,2525,ND,ND,ND,ND
7071,Villa Comaltitlán,6187,9760,9760,ND,ND,ND,542,6448,14842,19521,ND,ND,ND,501,6324,14984,18122,ND,ND,ND,0,8854,12524,11753,ND,ND,ND,1567,7337,8914,10128,ND,ND,ND,797,7531,9598,11101,ND,ND,ND,ND
7072,Pueblo Nuevo Solistahuacán,ND,ND,ND,ND,ND,ND,4519,ND,ND,ND,ND,ND,ND,2910,ND,ND,ND,ND,ND,ND,2722,ND,ND,ND,ND,ND,ND,850,5228,5025,6027,ND,ND,ND,0,5383,5698,7599,ND,ND,ND,ND
7073,Rayón,ND,ND,ND,ND,ND,ND,837,ND,ND,ND,ND,ND,ND,178,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,1700,1877,2258,ND,ND,ND,0,1891,2162,2742,ND,ND,ND,ND
7074,Reforma,10459,29112,49278,ND,ND,ND,2855,9998,29039,64075,ND,ND,ND,0,10644,26424,43636,ND,ND,ND,623,12401,31691,71448,ND,ND,ND,0,11601,31520,55385,ND,ND,ND,0,12647,30526,50664,ND,ND,ND,ND
7075,Las Rosas,ND,ND,ND,ND,ND,ND,900,ND,ND,ND,ND,ND,ND,4982,ND,ND,ND,ND,ND,ND,4090,ND,ND,ND,ND,ND,ND,0,6266,6453,7484,ND,ND,ND,0,6520,6521,7755,ND,ND,ND,ND
7076,Sabanilla,ND,ND,ND,ND,ND,ND,409,ND,ND,ND,ND,ND,ND,1028,ND,ND,ND,ND,ND,ND,4172,ND,ND,ND,ND,ND,ND,0,4391,4011,4273,ND,ND,ND,1654,4595,5068,6130,ND,ND,ND,ND
7077,Salto de Agua,9738,5698,5886,ND,ND,ND,5569,9872,7503,9142,ND,ND,ND,5415,ND,ND,ND,ND,ND,ND,4054,10614,8119,9969,ND,ND,ND,1434,10975,8694,10592,ND,ND,ND,1276,11566,9918,13077,ND,ND,ND,ND
7078,San Cristóbal de las Casas,ND,ND,ND,ND,ND,ND,641,ND,ND,ND,ND,ND,ND,2020,ND,ND,ND,ND,ND,ND,14160,ND,ND,ND,ND,ND,ND,0,54990,100183,141828,ND,ND,ND,3807,57352,105595,159308,ND,ND,ND,ND
7079,San Fernando,ND,ND,ND,ND,ND,ND,1308,ND,ND,ND,ND,ND,ND,1295,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,9394,14845,21151,ND,ND,ND,0,9586,14091,18156,ND,ND,ND,ND
7080,Siltepec,5261,3629,2915,ND,ND,ND,12561,5627,12952,17035,ND,ND,ND,0,5630,14631,2029,ND,ND,ND,0,4386,2945,3098,ND,ND,ND,3172,6786,5237,5796,ND,ND,ND,9761,7347,5677,6684,ND,ND,ND,ND
7081,Simojovel,ND,ND,ND,ND,ND,ND,2590,ND,ND,ND,ND,ND,ND,2723,ND,ND,ND,ND,ND,ND,1651,ND,ND,ND,ND,ND,ND,640,6982,9038,10696,ND,ND,ND,0,7862,8626,10654,ND,ND,ND,ND
7082,Sitalá,ND,ND,ND,ND,ND,ND,1144,ND,ND,ND,ND,ND,ND,1695,ND,ND,ND,ND,ND,ND,9222,ND,ND,ND,ND,ND,ND,0,1587,1468,1765,ND,ND,ND,2379,1826,1563,1954,ND,ND,ND,ND
7083,Socoltenango,ND,ND,ND,ND,ND,ND,1113,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,695,ND,ND,ND,ND,ND,ND,0,4356,5392,6112,ND,ND,ND,503,4519,5212,6206,ND,ND,ND,ND
7084,Solosuchiapa,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,765,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,1363,1604,2002,ND,ND,ND,0,1414,1704,2363,ND,ND,ND,ND
7085,Soyaló,ND,ND,ND,ND,ND,ND,759,ND,ND,ND,ND,ND,ND,1361,ND,ND,ND,ND,ND,ND,422,ND,ND,ND,ND,ND,ND,0,2243,2601,3514,ND,ND,ND,0,2319,2556,3318,ND,ND,ND,ND
7086,Suchiapa,ND,ND,ND,ND,ND,ND,697,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,2426,ND,ND,ND,ND,ND,ND,0,5152,8511,9279,ND,ND,ND,1963,5468,8402,9740,ND,ND,ND,ND
7087,Suchiate,8850,34108,35453,ND,ND,ND,0,10672,24565,32309,ND,ND,ND,71,10517,31138,25160,ND,ND,ND,2132,6550,23755,23460,ND,ND,ND,0,10432,35934,41559,ND,ND,ND,0,10823,34005,39464,ND,ND,ND,ND
7088,Sunuapa,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,2133,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,562,662,888,ND,ND,ND,0,578,754,1121,ND,ND,ND,ND
7089,Tapachula,85618,221205,265750,ND,ND,ND,3339,75448,173667,228414,ND,ND,ND,852,95391,188823,358647,ND,ND,ND,17802,101596,310244,464151,ND,ND,ND,0,103773,342309,465236,ND,ND,ND,81,106821,358027,513923,ND,ND,ND,ND
7090,Tapalapa,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,1197,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,975,1117,1342,ND,ND,ND,0,956,990,1305,ND,ND,ND,ND
7091,Tapilula,ND,ND,ND,ND,ND,ND,0,4884,3688,5382,ND,ND,ND,357,2543,3509,4543,ND,ND,ND,402,2607,5812,12959,ND,ND,ND,0,2874,3769,5387,ND,ND,ND,0,3103,3796,5206,ND,ND,ND,ND
7092,Tecpatán,2475,4445,6499,ND,ND,ND,1623,ND,ND,ND,ND,ND,ND,2743,ND,ND,ND,ND,ND,ND,455,ND,ND,ND,ND,ND,ND,1644,10900,11626,14220,ND,ND,ND,4708,11130,12837,17454,ND,ND,ND,ND
7093,Tenejapa,ND,ND,ND,ND,ND,ND,7935,ND,ND,ND,ND,ND,ND,4519,ND,ND,ND,ND,ND,ND,0,ND,ND,ND,ND,ND,ND,0,6705,4742,5178,ND,ND,ND,2591,6950,4671,5614,ND,ND,ND,ND
